Frame,Tracking_ID,Position_X,Position_Y,Volume,Radius,Area,Length,Width,Orientation,Dry_Mass,Displacement,Speed,Instantaneous_Velocity_X,Instantaneous_Velocity_Y,Track_Length,mCherry_Integrated_Intensity,mCherry_Mean_Intensity,mCherry_SD_Intensity,mCherry_Maximum_Intensity,mCherry_Skewness
111,433,345.5461426,533.3770752,2726.729248,26.26916504,2167.916016,63.07452393,49.11239624,48.81407166,681.6816406,29.68791008,0.003398201661,-0.002989400178,-0.001615939662,86.82535553,3809501,784.0075684,1125.096313,5968.525391,1.990158319
112,433,346.3518372,532.8427124,2883.068848,26.94843483,2281.481445,64.70610046,50.48866272,64.53665161,720.7665405,29.70256615,0.001074213651,0.0008952161879,-0.0005937364185,87.79214478,3888498,755.0485229,1116.102173,5836.623535,2.060389519
113,433,344.585144,532.890564,3054.354492,27.51311874,2378.096924,64.90550995,48.51389694,66.0375061,763.5878906,30.62971115,0.001963712275,-0.001962992363,5.32E-05,89.55948639,3995368.5,742.2192993,1106.811768,5646.239258,2.124694109
114,433,344.7876892,531.0605469,3254.949951,28.76892853,2600.143066,65.09624481,61.19047165,90,813.7366943,32.04352951,0.002045768546,0.0002250501857,-0.002033352386,91.40068054,4011606.75,683.8754883,1063.144531,5713.90332,2.244411945
115,433,344.2694092,531.0578003,3167.61377,28.41036606,2535.732666,62.15758514,57.8198967,-66.25050354,791.90271,32.3269043,0.0005758747575,-0.0005758667248,-3.05E-06,91.9189682,4087145.5,710.6855469,1083.025024,5820.095703,2.18218255
116,433,344.2250977,530.9026489,3174.746582,28.09526634,2479.797607,65.9280777,56.01863861,68.74949646,793.6859131,32.48100662,0.0001792834082,-4.92E-05,-0.0001723904134,92.08032227,4063610.75,725.3864746,1103.14978,5996.713379,2.144916773
117,433,343.6723938,530.3665771,3559.505615,30.25881577,2876.429688,66.10274506,59.212883,85.60129547,889.8755493,33.23247147,0.0008555227541,-0.0006141153863,-0.000595635327,92.85029602,4268874.5,653.8325806,1038.921387,5377.659668,2.33878231
118,433,341.7672119,530.2003784,3291.98999,28.71261215,2589.973145,68.17671967,52.2204628,68.19859314,822.9966431,34.45348358,0.002124908147,-0.002116868738,-0.0001846652594,94.76271057,4169210.75,712.5634766,1088.111084,5230.223633,2.139411449
119,433,341.4927063,530.3572388,3017.718018,28.1624012,2491.662598,66.20714569,53.43971634,40.23635483,754.4287109,34.48896027,0.0003512912663,-0.0003050062514,0.0001742892782,95.07887268,4181284.25,741.1000366,1106.640869,5014.932617,2.116091967
120,433,341.6824341,530.0082397,3827.156006,32.26931,3271.366455,75.83498383,66.56483459,8.530769348,956.7880249,34.65884018,0.0004408841778,0.0002105746826,-0.0003873463138,95.47611237,4442513.5,599.0438843,1014.410583,5963.866211,2.567888498
121,433,339.816864,529.6582031,2885.855225,26.64642525,2230.631348,56.35954666,52.50282669,-80.90972137,721.4630737,36.05895233,0.002111373469,-0.002075161319,-0.0003893621906,97.37423706,4083451.75,812.7890015,1158.522583,6173.088867,1.902917981
122,433,340.9234314,529.8427124,2882.543213,26.32046318,2176.391113,59.32004929,52.31105042,-66.80140686,720.6351318,35.24137878,0.001246493892,0.001229519257,0.0002050103067,98.49607849,4097683.25,837.97052,1167.871338,6489.794434,1.842061996
123,433,340.9512024,530.4240112,3182.249512,27.65980721,2403.521973,62.86186981,55.55948257,64.44003296,795.5616455,34.76021194,0.0006466242485,3.09E-05,0.0006458875723,99.07804108,4298653.5,792.2317505,1148.605591,6225.743164,1.972893357
124,433,340.715271,531.1977539,2783.925293,25.31740761,2013.670288,51.29864502,50.44972992,-62.24145889,695.9806519,34.29319,0.0008987929905,-0.0002621460008,0.0008597141132,99.88695526,4181385.25,919.5950317,1211.219727,6009.435547,1.702242374
125,433,340.2280273,530.5637207,3138.526123,27.01841736,2293.346436,55.9978714,52.27339172,17.5255661,784.6307373,35.09274673,0.0008884752169,-0.000541381829,-0.0007044813246,100.6865845,4319857.5,834.5947266,1188.026367,6156.684082,1.919796586
126,433,339.4672852,530.2985229,2918.979004,26.21776772,2159.440918,58.61865616,52.48226547,29.74488449,729.7440796,35.77505493,0.0008951574564,-0.0008452691254,-0.0002946641762,101.4922256,4265116,877.4143066,1209.161865,6088.297852,1.803989053
127,433,339.3511047,530.8023682,2902.890137,25.8342514,2096.725586,54.34751511,50.18315506,-58.24052429,725.7218628,35.45896912,0.0005745184608,-0.0001290893561,0.0005598280113,102.0092926,4303112,907.6400146,1225.734985,6105.378906,1.779061794
128,433,339.0903015,530.8372192,3079.602539,26.76763916,2250.971436,57.48500443,56.08293152,22.61986542,769.8999023,35.59929657,0.0002923572029,-0.0002897813683,3.87E-05,102.2724075,4344518,859.7874756,1209.782715,6444.600586,1.834353447
129,433,338.6784973,531.3633423,3131.537842,26.93842125,2279.786377,57.68883133,57.47244263,21.44773102,782.883667,35.46722412,0.0007415348082,-0.0004570523743,0.0005839323276,102.9405365,4483500.5,873.4650269,1213.421997,6398.563477,1.842233539
130,433,337.9894104,530.585022,3232.832275,27.3853569,2356.061768,57.28469849,57.28469849,0,808.2073364,36.50672531,0.001156318467,-0.0007665037992,-0.0008657622966,103.9800644,4557676,861.3994751,1208.255249,6499.314941,1.861952066
131,433,337.4794922,529.9153442,3401.668457,28.23892975,2505.222656,58.59466934,54.64338684,87.87890625,850.4163208,37.3466301,0.0009352393681,-0.0005665757926,-0.0007440863992,104.8217773,4700191,831.3045654,1185.785889,6706.947266,1.921510696
132,433,337.0708313,530.6327515,3327.846436,27.70853043,2411.99707,57.28469849,54.68084717,90,831.9608154,37.08153534,0.0009163565119,-0.0004535636981,0.0007962344098,105.6474152,4646180,853.4486694,1207.228638,6441.619141,1.855673671
133,433,337.1192017,530.8908691,3283.874268,27.19754601,2323.856689,59.67924118,51.15362549,75.96375275,820.9677124,36.85810471,0.0002921143314,5.38E-05,0.000287116447,105.9100266,4746727,903.968689,1252.18396,7010.933594,1.819291711
134,433,337.0514221,529.8526611,3468.833984,27.8251152,2432.337402,58.58662415,57.28469849,0,867.2076416,37.67584991,0.001156020211,-7.53E-05,-0.00115356443,106.9504471,4692421,851.9285889,1241.698608,6192.315918,1.886553407
135,433,335.3568726,528.7304688,3398.66333,27.94121552,2452.677246,68.00004578,56.55892563,-83.41805267,849.664978,39.64205551,0.002258267021,-0.001882832847,-0.001246880391,108.9828873,4794520,869.361084,1243.000244,6906.868164,1.866066575
136,433,335.3262024,529.4296875,3339.137451,27.14790726,2315.381592,61.24238586,52.44514084,-85.03025818,834.7836304,39.14772797,0.0007776567363,-3.41E-05,0.0007769096992,109.6827774,4802659.5,918.2893066,1296.143311,6423.706055,1.791791916
137,433,334.7923279,529.6459961,3457.838867,28.30572319,2517.087646,65.9790802,53.00128937,85.4260788,864.4587402,39.35652542,0.0006400341517,-0.0005931939231,0.0002403428807,110.2588043,4912749,868.1312256,1262.498779,6395.165527,1.902138829
138,433,335.2866821,529.0739746,3475.869385,27.94121552,2452.677246,64.88500214,54.48259354,87.13759613,868.9664307,39.43572617,0.0008400431252,0.0005492824712,-0.000635579403,111.0148468,4897897.5,887.6234131,1307.249146,6883.014648,1.910083175
139,433,334.3422241,528.8590698,3308.000244,26.90836334,2274.701416,63.70294571,54.14141083,79.21569824,826.9992676,40.23700714,0.001076221699,-0.001049397746,-0.00023878309,111.9834442,4949913.5,966.590332,1340.80835,6790.41748,1.765514135
140,433,335.3390808,527.4320068,3634.041016,29.03959084,2649.29834,68.96985626,56.85443878,-81.02737427,908.5093384,40.62506485,0.001934173517,0.001107618562,-0.001585625578,113.724205,5182968.5,867.0072632,1262.046265,7001.658691,1.964640021
141,433,334.6730347,528.4599609,3881.158203,30.15164375,2856.0896,76.68596649,56.98340607,78.23171234,970.2886353,40.30308151,0.00136096694,-0.0007400512695,0.001142171212,114.9490738,5289238,821.4388428,1267.130615,6618.943848,2.126435518
142,433,334.1959229,528.0762329,3749.549316,29.10454559,2661.163574,68.58872986,56.47507858,77.73522949,937.3864136,40.90867996,0.0006803075667,-0.0005301242345,-0.0004263644805,115.561348,5171386.5,862.7588501,1310.134521,6902.880859,2.016547203
143,433,334.2865601,528.0006714,3978.115234,30.13374138,2852.699463,70.70606232,59.24201584,-75.25643921,994.5278931,40.90274048,0.000130968634,0.0001005962331,-8.39E-05,115.6793518,5375378.5,837.1554565,1309.690308,6683.128906,2.130065441
144,433,333.7260132,528.8372192,3763.940186,29.01170921,2644.213379,70.17594147,54.60337067,75.25643921,940.9841309,40.6784935,0.001120120287,-0.0006235226756,0.0009305315325,116.6863403,5297140.5,887.1439819,1329.154785,7083.914063,1.946954966
145,433,334.0105896,527.6298218,3984.011963,28.73139381,2593.363037,68.86296844,52.63624954,78.11134338,996.0019531,41.36252975,0.001378311892,0.0003161960049,-0.001341552706,117.9268188,5299835.5,902.8646851,1361.632813,7276.607422,2.027400494
146,433,330.8153687,526.7507324,3586.178955,21.54071999,1457.707275,53.57892227,35.53516388,81.86989594,896.5438843,44.20597076,0.003682161681,-0.003550245427,-0.000976765994,121.2407684,5244705,1615.740967,1242.425903,4983.478027,0.5012981892
147,433,330.5395508,527.4005737,3721.213379,17.962286,1013.615051,37.75582504,35.15197372,90,930.3024292,43.94445801,0.0007843918866,-0.0003064642951,0.0007220458938,121.9467163,5331579.5,2391.921143,1830.873413,6572.380371,0.131576702
55,434,362.3687744,570.6201172,1537.526489,10.69495487,359.3418274,26.03849792,15.62309933,0,384.3812866,0,NaN,NaN,NaN,0,1926429.125,2578.889648,1479.375732,6160.490723,-0.2880821824
56,434,361.5327759,570.4857178,1491.266113,15.71968174,776.3139038,38.52632904,29.53684807,-80.53767395,372.8161316,0.8467329741,0.0009408144397,-0.0009288872825,-0.0001493326854,0.8467329741,1663810.25,984.5020142,864.0390015,4128.041016,1.235369563
57,434,368.3933411,573.2375488,1580.796143,16.7338047,879.7094116,55.76626205,24.27919197,-29.05460548,395.1986694,6.568588257,0.008213202469,0.007622850128,0.003057589987,8.23861599,1736165.125,909.4640503,1024.116089,4601.810059,1.629602432
58,434,366.8305359,576.2987671,1574.484985,17.49051285,961.0698853,59.61825943,27.37573051,-37.40535736,393.6208191,7.221798897,0.003818961326,-0.001736450242,0.003401353722,11.67568111,1807146.625,866.3223267,1040.884888,4650.764648,1.626951218
59,434,369.8353577,576.5306396,1707.170898,17.962286,1013.615051,65.33674622,26.70654678,-37.40535736,426.7922974,9.52282238,0.00334861665,0.003338690847,0.0002576361876,14.68943596,1850989.625,845.972168,1095.592773,4729.405762,1.772258043
60,434,368.691803,576.6890259,1629.853027,18.3044548,1052.60022,60.64614105,27.78291702,-37.56859207,407.4628296,8.76426506,0.001282745623,-0.001270616311,0.0001759847073,15.8439064,1836442.625,802.2895508,1040.611206,4799.073242,1.771869659
61,434,370.1220703,576.5100098,1671.951782,18.53876114,1079.720459,60.69244766,27.23518944,-33.02386856,417.9875488,9.736756325,0.00160158542,0.001589185908,-0.0001989067969,17.28533363,1843496.375,781.1436768,959.1312256,4320.262695,1.641461968
62,434,369.7640076,576.9859619,1594.497559,17.87194824,1003.445068,58.24943161,25.65227318,-35.21759796,398.6239929,9.757738113,0.0006617777981,-0.0003978474997,0.0005288356915,17.88093376,1899829.375,865.5269165,1024.081177,4964.657715,1.567657948
63,434,370.3531494,577.7981567,1611.06311,18.02226067,1020.395142,56.31272507,27.05559731,-32.27564621,402.7653809,10.73659611,0.001114854007,0.0006546020741,0.0009024387109,18.88430214,1840640,825.3988647,986.0584717,4147.956055,1.540586829
64,434,373.6939697,573.0996704,1167.440552,15.28463078,733.9387207,45.33583832,26.07001877,3.366455078,291.8598633,11.59345627,0.006405712571,0.003712022677,-0.005220540334,24.64944458,1304778.75,825.8092041,1024.914795,4710.485352,1.558598757
65,434,370.7424011,577.5054321,1623.1698,17.82660675,998.3600464,56.65434647,25.9485569,-41.63353348,405.7920532,10.84090328,0.005885754246,-0.003275880823,0.00488985749,29.95250893,1896336.625,873.4852295,1001.204224,4438.488281,1.457609296
66,434,369.5400085,577.6970215,1690.961792,18.21581268,1042.430298,56.4080658,26.83379555,-37.87498474,422.7400513,10.07517624,0.001354350243,-0.001337477821,0.0002131138608,31.17006874,1928120.625,841.6065063,972.2070313,4129.518066,1.457059264
67,434,369.7129517,577.3459473,1690.931519,18.40733147,1064.465454,56.90919876,27.2063694,-30.57922935,422.7324524,9.958600998,0.0004348441435,0.0001921590156,-0.0003900824522,31.56142807,1949185.5,836.9208374,1002.607178,4536.047363,1.589308143
68,434,368.5549316,577.6419678,1701.491577,18.03722191,1022.090149,56.74003601,27.21370506,-38.29016495,425.3724976,9.358147621,0.001328062965,-0.001286688959,0.0003289116721,32.75668716,1937011.125,865.5100708,1023.046326,5057.527344,1.540066361
69,434,371.1369629,577.1881714,1677.522827,18.1713295,1037.345215,59.22994232,28.07938194,-38.15722656,419.3803101,10.95538521,0.002912895288,0.002868923591,-0.0005042182165,35.37829208,1963709.125,865.4516602,1040.218262,5060.235352,1.514055848
70,434,369.9261475,579.3266602,1936.193237,19.57222366,1203.456055,54.4122467,35.90842056,-50.71059418,484.0478516,11.52899742,0.002730533481,-0.001345350523,0.002376098651,37.83576965,2101725.25,797.3161621,994.498291,4541.800293,1.730058074
71,434,370.3224792,578.4818115,1859.03418,19.01290321,1135.655762,52.78663254,31.84344673,-48.81407547,464.7581177,11.18336487,0.001036880421,0.0004403686617,-0.0009387207101,38.76896286,2039594.625,819.1137085,1043.974365,4754.001465,1.770175338
72,434,369.6194153,577.8134155,1800.71582,18.78450966,1108.535645,58.12430573,25.15174484,-35.21759033,450.1785278,10.21348763,0.001077864901,-0.0007811821997,-0.0007426622324,39.73904037,1973902.5,806.6619873,1005.749634,4870.334473,1.612609148
73,434,370.8312073,576.7659302,1892.761475,19.35043526,1176.335938,57.51538086,27.16003799,-32.47119141,473.1899109,10.45867062,0.001779743819,0.001346435514,-0.001163872657,41.34081268,2021811.875,780.3213501,972.5331421,4696.604492,1.714149594
74,434,370.0333862,576.3605347,1837.261841,18.75576591,1105.145508,58.19946671,29.17796135,-32.73522568,459.315033,9.575942039,0.0009943444747,-0.0008864678093,-0.0004504394601,42.23572159,2037360.875,837.7305298,1046.532104,4813.66748,1.663061738
75,434,369.2982788,578.7342529,1942.436646,19.02708435,1137.350708,55.10149002,33.34555054,-51.3401947,485.6086731,10.67039013,0.002761043143,-0.0008167860215,0.002637464786,44.72066116,2014651.125,808.1233521,976.1524048,4372.510254,1.665169001
76,434,371.4581299,576.2844849,1825.840088,18.33390808,1055.990356,54.52444458,27.8038559,-33.69006348,456.4595642,10.70987606,0.003632851178,0.002402503975,-0.002724992344,47.98659515,2044005.625,881.0365601,1076.081665,4598.497559,1.552001476
77,434,369.7243652,577.2759399,1804.020386,18.1713295,1037.345215,56.52436829,25.73943138,-38.15722656,451.0046692,9.919914246,0.002216680208,-0.001924267039,0.00110039406,49.98382187,2083917.625,913.1978149,1100.338013,5174.186523,1.550586104
78,434,370.0916443,577.4143066,1829.655029,18.66926765,1094.975586,59.39202499,27.23995209,-30.96375656,457.4133301,10.28609371,0.0004360870516,0.000408087828,0.0001537407807,50.37630081,2122833.25,884.1448975,1079.002319,5014.564941,1.608774543
79,434,370.6553955,577.9152832,1793.228271,18.12673759,1032.260254,57.09617233,25.46180534,-32.90524292,448.3066406,11.0402689,0.0008379818173,0.0006263902178,0.000556640618,51.13048553,2115739.25,933.6903076,1106.930786,5175.679199,1.530822754
80,434,369.4247131,577.6450195,1850.925781,19.14017487,1150.910767,61.08009338,28.76101303,-30.06858444,462.7309875,9.956682205,0.001400009496,-0.001367424848,-0.0003002929734,52.39049149,2166652.75,854.6947021,1068.380249,5078.706055,1.682345152
81,434,371.9509888,579.1564941,2031.931641,20.82759094,1362.786865,67.22622681,33.2665863,-27.47443008,507.9823914,12.83310413,0.00327101443,0.002806972945,0.00167941628,55.33440781,2329415.5,784.3151855,970.7213745,4488.683594,1.813584208
82,434,369.6737671,580.333252,1844.218872,19.96793747,1252.611328,51.15920639,33.01099014,-57.26477051,461.0542603,12.15351391,0.002848108998,-0.002530246275,0.001307508675,57.89770508,2154978.75,772.6716309,931.9177246,4603.00293,1.632317901
83,434,369.2329102,582.5537109,1984.471802,20.39568138,1306.851563,58.18179321,33.07519913,-56.97613525,496.1174622,13.76688099,0.002515333937,-0.0004898410407,0.002467176644,60.16150665,2245178.25,771.5380859,927.0999756,4447.1875,1.696931481
84,434,367.4368896,580.5599365,2075.375977,20.16957283,1278.036499,61.02861404,34.57829285,127.476181,518.8435059,11.15732002,0.002981594997,-0.001995578408,-0.002215304878,62.84494019,2387898.5,841.6976318,942.5952148,4562.973145,1.580693364
85,434,368.4568787,580.2571411,2197.320313,21.03380966,1389.907104,62.92977142,37.25197601,137.3859406,549.3295288,11.39900208,0.001182204811,0.001133321086,-0.0003364393488,63.9089241,2611143.25,854.7122803,983.3411865,5037.271484,1.609401941
86,434,371.4707031,579.3134155,2576.026855,22.67552948,1615.34314,64.44199371,35.90339661,135,644.0061035,12.58644295,0.003509028116,0.00334869395,-0.001048584003,67.06704712,3405800,941.867981,1111.635132,4622.119141,1.530388117
87,434,372.0114746,577.6928711,2674.350342,22.88867569,1645.853271,65.64019012,41.46624756,147.171463,668.5869751,11.95849133,0.00189821166,0.0006008571945,-0.00180060498,68.77544403,3125084.25,858.7739868,1096.226563,4857.544922,1.704531074
88,434,371.8734436,578.1307983,2610.572998,23.2395668,1696.703613,62.2242775,39.76554108,143.6731873,652.6425781,12.11400318,0.0005101837451,-0.000153367786,0.0004865858355,69.23460388,3267039.75,860.2009888,1066.027466,4759.513672,1.600443125
89,434,373.6445618,576.9280396,2222.379395,22.01147652,1522.117554,62.11026382,37.68772507,147.3390808,555.5942993,12.9202652,0.002378786914,0.001967909047,-0.001336398651,71.37551117,3049362,901.6447144,1078.191895,4386.802734,1.415719628
90,434,372.3315125,576.9696045,2041.636719,21.62821007,1469.572388,64.42840576,36.39735794,-41.34777832,510.4086914,11.81406498,0.001459674444,-0.001458943705,4.62E-05,72.68922424,2455464.5,756.9255981,925.3188477,4025.507813,1.628661752
91,434,370.1755066,577.1535034,2156.949219,23.37845039,1717.043701,63.71654892,40.40930557,-35.53767395,539.2367554,10.17989254,0.002404260682,-0.002395562129,0.0002043321438,74.85305786,2376421,621.1229248,833.821106,3755.587158,1.93337059
92,434,373.0643005,577.0874634,2096.168213,22.48437309,1588.223022,60.62443161,41.23892212,-37.18470764,524.0415649,12.49883366,0.003210609779,0.003209771123,-7.34E-05,77.74260712,2344678,669.3338013,851.9143677,4071.05127,1.806052089
93,434,373.3611145,576.3989258,2217.929932,23.44758415,1727.213745,60.93198395,39.29616165,-40.23635483,554.4819336,12.41878319,0.0008340248605,0.0003301601391,-0.0007658927934,78.49239349,2350922.25,609.5218506,833.2659302,3681.724365,1.923317432
